id_cliente,tipo_documento,nro_documento,nombre_cliente,tipo_cliente,fecha_alta,estado_cliente,email,telefono
504,CE,********,Sofía Huamán Vargas,RESIDENCIAL,2025-01-02,ACTIVO,,********
505,RUC,96984612140,Comercial Quispe S.A.,COMERCIAL,2020-06-13,ACTIVO,cli00505@gmail.com,********
506,DNI,********,Diego Castro Gonzales,RESIDENCIAL,2023-12-09,ACTIVO,,********
507,DNI,********,José Sánchez Herrera,RESIDENCIAL,2018-04-19,ACTIVO,cli00507@hotmail.com,********
508,DNI,********,Miguel Ramírez Ramírez,RESIDENCIAL,2019-02-06,ACTIVO,,********
509,RUC,12695045180,Industria Quispe S.A.C.,INDUSTRIAL,2023-01-03,ACTIVO,cli00509@hotmail.com,********
510,DNI,********,Alberto Romero Sánchez,RESIDENCIAL,2022-12-16,ACTIVO,,********
511,DNI,********,Jorge Castro Vargas,RESIDENCIAL,2019-04-30,ACTIVO,cli00511@gmail.com,********
512,RUC,87796772646,Comercial Huamán S.A.,COMERCIAL,2020-12-14,ACTIVO,cli00512@outlook.com,********
513,RUC,19276238939,Industria Díaz S.A.,INDUSTRIAL,2018-12-08,ACTIVO,cli00513@gmail.com,********
514,DNI,********,Sofía Salazar Huamán,RESIDENCIAL,2020-08-27,ACTIVO,,********
515,DNI,********,Juan Lopez Torres,RESIDENCIAL,2019-01-03,ACTIVO,cli00515@hotmail.com,********
516,DNI,********,Alberto Flores Flores,RESIDENCIAL,2020-04-08,ACTIVO,,********
517,DNI,********,Elena Chávez Flores,RESIDENCIAL,2021-06-11,ACTIVO,cli00517@outlook.com,********
518,RUC,63688843987,SIS,GOBIERNO,2018-10-09,ACTIVO,cli00518@gmail.com,********
519,DNI,********,Ana Díaz Flores,RESIDENCIAL,2023-07-29,ACTIVO,,********
520,DNI,********,Carmen Ramírez Torres,RESIDENCIAL,2022-03-10,ACTIVO,,********
521,DNI,********,Gabriela Salazar Castro,RESIDENCIAL,2019-07-08,ACTIVO,cli00521@hotmail.com,********
522,DNI,********,Miguel Flores Vargas,RESIDENCIAL,2023-02-08,ACTIVO,cli00522@outlook.com,********
523,RUC,30595481536,Agro Chávez E.I.R.L.,AGRICOLA,2020-04-18,ACTIVO,cli00523@hotmail.com,********
524,DNI,********,Luis Sánchez Salazar,RESIDENCIAL,2019-09-30,INACTIVO,cli00524@outlook.com,********
525,CE,********,María Lopez Romero,RESIDENCIAL,2021-01-29,ACTIVO,cli00525@hotmail.com,********
526,DNI,********,Patricia Chávez García,RESIDENCIAL,2021-08-19,ACTIVO,cli00526@outlook.com,********
527,DNI,********,Pedro Sánchez Castro,RESIDENCIAL,2022-02-28,ACTIVO,,********
528,DNI,********,Alberto Huamán Rodríguez,RESIDENCIAL,2024-08-22,ACTIVO,cli00528@gmail.com,********
529,DNI,********,Alberto Ramírez Rodríguez,RESIDENCIAL,2019-05-01,ACTIVO,cli00529@hotmail.com,********
530,DNI,********,José Gonzales Lopez,RESIDENCIAL,2024-08-16,ACTIVO,,********
531,DNI,********,Rosa Flores Vargas,RESIDENCIAL,2022-06-20,INACTIVO,cli00531@gmail.com,********
532,RUC,29139370915,Servicios Gonzales E.I.R.L.,OTROS,2019-05-15,INACTIVO,cli00532@gmail.com,********
533,DNI,********,Luis Romero Rojas,RESIDENCIAL,2020-11-03,ACTIVO,cli00533@hotmail.com,********
534,DNI,********,Carmen Chávez Herrera,RESIDENCIAL,2021-02-26,ACTIVO,,********
535,DNI,********,Lucía Pérez Castro,RESIDENCIAL,2020-10-12,ACTIVO,cli00535@hotmail.com,********
536,DNI,********,Ricardo Mendoza Pérez,RESIDENCIAL,2025-09-05,ACTIVO,cli00536@outlook.com,********
537,CE,********,Carmen Herrera Chávez,RESIDENCIAL,2020-08-03,ACTIVO,cli00537@outlook.com,********
538,DNI,********,Lucía Castro Castro,RESIDENCIAL,2018-07-22,ACTIVO,cli00538@gmail.com,********
539,DNI,********,Rosa García Sánchez,RESIDENCIAL,2018-11-20,ACTIVO,cli00539@outlook.com,********
540,DNI,********,Alberto Sánchez Pérez,RESIDENCIAL,2018-10-20,ACTIVO,cli00540@gmail.com,********
541,DNI,********,María Rojas Castro,RESIDENCIAL,2024-01-13,ACTIVO,,********
542,DNI,********,Carlos Chávez Salazar,RESIDENCIAL,2018-07-28,INACTIVO,cli00542@hotmail.com,********
543,DNI,********,Luis Rodríguez Herrera,RESIDENCIAL,2022-11-26,INACTIVO,cli00543@hotmail.com,********
544,DNI,********,Lucía Pérez Huamán,RESIDENCIAL,2018-03-26,ACTIVO,cli00544@outlook.com,********
545,DNI,********,Carlos Torres Flores,RESIDENCIAL,2024-01-27,ACTIVO,,********
546,DNI,********,Lucía Huamán Huamán,RESIDENCIAL,2024-11-06,ACTIVO,cli00546@outlook.com,********
547,DNI,********,Sofía Lopez Pérez,RESIDENCIAL,2025-10-07,ACTIVO,cli00547@hotmail.com,********
548,DNI,********,María Ramírez Sánchez,RESIDENCIAL,2021-09-15,ACTIVO,cli00548@hotmail.com,********
549,DNI,********,Alberto Quispe Lopez,RESIDENCIAL,2019-05-04,ACTIVO,cli00549@gmail.com,********
550,RUC,89180717778,Comercial Lopez E.I.R.L.,COMERCIAL,2021-01-09,ACTIVO,cli00550@hotmail.com,********
551,DNI,********,Lucía Chávez Quispe,RESIDENCIAL,2018-04-29,ACTIVO,cli00551@gmail.com,********
552,DNI,********,Ana Pérez Mendoza,RESIDENCIAL,2022-11-26,INACTIVO,cli00552@outlook.com,********
553,DNI,********,Pedro Rodríguez Romero,RESIDENCIAL,2025-01-23,MOROSO,cli00553@outlook.com,********
554,DNI,********,Gabriela Vargas Lopez,RESIDENCIAL,2018-07-26,INACTIVO,cli00554@gmail.com,********
555,DNI,********,Diego Pérez Huamán,RESIDENCIAL,2022-12-23,MOROSO,,********
556,DNI,********,Lucía Gonzales Rodríguez,RESIDENCIAL,2020-05-03,ACTIVO,,********
557,DNI,********,Rosa Gonzales Quispe,RESIDENCIAL,2024-01-24,ACTIVO,cli00557@hotmail.com,********
558,CE,********,Juan Romero Flores,RESIDENCIAL,2020-12-30,ACTIVO,cli00558@gmail.com,********
559,DNI,********,Miguel Mendoza Quispe,RESIDENCIAL,2019-07-23,ACTIVO,cli00559@hotmail.com,********
560,DNI,********,Sofía Herrera Castro,RESIDENCIAL,2023-01-07,INACTIVO,,********
561,DNI,********,Carlos Torres Sánchez,RESIDENCIAL,2022-12-13,ACTIVO,cli00561@gmail.com,********
562,DNI,********,Diego Quispe Vargas,RESIDENCIAL,2024-03-31,ACTIVO,cli00562@gmail.com,********
563,DNI,********,Luis Rodríguez Rojas,RESIDENCIAL,2024-04-13,ACTIVO,cli00563@hotmail.com,********
564,DNI,********,Juan Rodríguez Castro,RESIDENCIAL,2025-07-23,ACTIVO,cli00564@hotmail.com,********
565,RUC,41714652936,Comercial Quispe S.A.,COMERCIAL,2021-03-12,ACTIVO,cli00565@gmail.com,********
566,DNI,********,Flor García Mendoza,RESIDENCIAL,2022-12-11,ACTIVO,,********
567,DNI,********,Elena Herrera Sánchez,RESIDENCIAL,2024-06-03,ACTIVO,cli00567@gmail.com,********
568,DNI,********,José Romero Torres,RESIDENCIAL,2018-04-24,ACTIVO,cli00568@gmail.com,********
569,DNI,********,Diego Huamán Mendoza,RESIDENCIAL,2021-12-11,MOROSO,,********
570,DNI,********,Jorge Rojas Torres,RESIDENCIAL,2021-12-04,ACTIVO,cli00570@gmail.com,********
571,CE,********,José Rodríguez García,RESIDENCIAL,2022-01-14,ACTIVO,cli00571@outlook.com,********
572,DNI,********,Carmen Lopez Lopez,RESIDENCIAL,2018-05-28,ACTIVO,cli00572@gmail.com,********
573,DNI,********,José Gonzales Díaz,RESIDENCIAL,2020-07-03,ACTIVO,cli00573@outlook.com,********
574,DNI,********,Flor Castro Gonzales,USUARIO_GENERAL,2025-10-25,ACTIVO,cli00574@hotmail.com,********
575,DNI,********,Diego Torres Pérez,RESIDENCIAL,2023-08-04,ACTIVO,cli00575@gmail.com,********
576,RUC,84172710867,Comercial Castro S.A.,COMERCIAL,2021-09-10,ACTIVO,cli00576@hotmail.com,********
577,DNI,********,Pedro Chávez Ramírez,RESIDENCIAL,2020-09-17,ACTIVO,cli00577@hotmail.com,********
578,RUC,90606599704,Comercial Pérez E.I.R.L.,COMERCIAL,2022-03-09,MOROSO,cli00578@hotmail.com,********
579,RUC,63010424014,Comercial Romero E.I.R.L.,COMERCIAL,2024-09-17,ACTIVO,,********
580,RUC,48551529428,Municipalidad de Punta Negra,MUNICIPALIDAD,2022-06-25,ACTIVO,cli00580@gmail.com,********
581,DNI,********,Patricia Salazar Castro,RESIDENCIAL,2021-06-13,ACTIVO,cli00581@gmail.com,********
582,DNI,********,Alberto Quispe Romero,RESIDENCIAL,2024-09-18,ACTIVO,cli00582@gmail.com,********
583,DNI,********,Carlos Gonzales Ramírez,RESIDENCIAL,2021-02-13,ACTIVO,cli00583@hotmail.com,********
584,CE,********,Flor Ramírez Rojas,RESIDENCIAL,2018-12-03,ACTIVO,cli00584@hotmail.com,********
585,DNI,********,José García Pérez,RESIDENCIAL,2025-09-25,ACTIVO,cli00585@outlook.com,********
586,CE,********,Flor Gonzales Mendoza,RESIDENCIAL,2018-07-30,ACTIVO,,********
587,DNI,********,Ana Sánchez Castro,RESIDENCIAL,2023-06-07,ACTIVO,,********
588,DNI,********,Patricia Salazar Díaz,RESIDENCIAL,2022-05-08,ACTIVO,cli00588@hotmail.com,********
589,DNI,********,Diego Gonzales Castro,RESIDENCIAL,2020-05-26,ACTIVO,,********
590,DNI,********,Sofía Gonzales Lopez,RESIDENCIAL,2024-01-30,ACTIVO,cli00590@hotmail.com,********
591,DNI,********,Elena Huamán García,RESIDENCIAL,2024-12-26,ACTIVO,cli00591@hotmail.com,********
592,DNI,********,Rosa Castro Castro,RESIDENCIAL,2023-06-25,ACTIVO,cli00592@hotmail.com,********
593,DNI,********,Jorge Pérez Ramírez,RESIDENCIAL,2022-06-19,INACTIVO,,********
594,DNI,********,Sofía García Rojas,RESIDENCIAL,2024-03-05,ACTIVO,,********
595,DNI,********,Luis Díaz Ramírez,RESIDENCIAL,2019-12-22,ACTIVO,cli00595@hotmail.com,********
596,DNI,********,Sofía Rodríguez García,RESIDENCIAL,2021-12-03,ACTIVO,cli00596@outlook.com,********
597,DNI,********,Sofía Lopez Mendoza,RESIDENCIAL,2022-04-09,ACTIVO,cli00597@gmail.com,********
598,DNI,********,Alberto Lopez García,RESIDENCIAL,2023-12-01,ACTIVO,cli00598@gmail.com,********
599,DNI,********,Carlos Castro Díaz,RESIDENCIAL,2019-04-09,ACTIVO,,********
600,DNI,********,Miguel Huamán Chávez,RESIDENCIAL,2019-03-02,MOROSO,,********
601,DNI,********,Pedro Mendoza Gonzales,RESIDENCIAL,2018-10-09,ACTIVO,,********
602,CE,********,Sofía Rodríguez Rodríguez,RESIDENCIAL,2021-08-05,ACTIVO,cli00602@hotmail.com,********
603,RUC,86632435838,Municipalidad de Punta Negra,MUNICIPALIDAD,2021-07-27,ACTIVO,cli00603@outlook.com,********
604,RUC,94399046963,Comercial Herrera E.I.R.L.,COMERCIAL,2024-06-28,INACTIVO,cli00604@hotmail.com,********
605,DNI,********,Carmen Pérez Gonzales,RESIDENCIAL,2024-09-27,ACTIVO,cli00605@hotmail.com,********
606,DNI,********,Pedro Chávez Mendoza,RESIDENCIAL,2022-01-19,MOROSO,,********
607,DNI,********,Elena García Vargas,RESIDENCIAL,2022-03-21,INACTIVO,cli00607@outlook.com,********
608,DNI,********,Rosa Lopez García,RESIDENCIAL,2022-09-11,ACTIVO,cli00608@hotmail.com,********
609,DNI,********,José Quispe Flores,RESIDENCIAL,2022-05-08,ACTIVO,,********
610,DNI,********,Patricia Rojas Rojas,RESIDENCIAL,2021-04-13,ACTIVO,cli00610@outlook.com,********
611,DNI,********,Miguel Huamán Rojas,RESIDENCIAL,2019-01-13,ACTIVO,cli00611@outlook.com,********
612,DNI,********,Gabriela García Torres,RESIDENCIAL,2022-11-26,ACTIVO,cli00612@gmail.com,********
613,DNI,********,Diego Gonzales Vargas,RESIDENCIAL,2023-06-16,ACTIVO,cli00613@outlook.com,********
614,DNI,********,Pedro Rodríguez Lopez,USUARIO_GENERAL,2019-01-25,ACTIVO,,********
615,DNI,********,Miguel Sánchez Quispe,RESIDENCIAL,2022-02-10,ACTIVO,,********
616,CE,********,Rosa Huamán Huamán,RESIDENCIAL,2024-06-06,ACTIVO,cli00616@hotmail.com,********
617,DNI,********,Diego Sánchez Vargas,RESIDENCIAL,2021-12-14,ACTIVO,cli00617@gmail.com,********
618,RUC,36117752722,Ministerio de Justicia,GOBIERNO,2018-09-28,ACTIVO,cli00618@outlook.com,********
619,RUC,15226997418,Industria Rojas S.A.,INDUSTRIAL,2025-07-24,ACTIVO,,********
620,DNI,********,Flor Rojas Quispe,RESIDENCIAL,2025-03-25,ACTIVO,cli00620@hotmail.com,********
621,RUC,53935815769,Servicios Quispe S.A.C.,OTROS,2019-03-05,ACTIVO,cli00621@hotmail.com,********
622,DNI,********,Diego Mendoza Torres,RESIDENCIAL,2020-10-27,ACTIVO,cli00622@outlook.com,********
623,DNI,********,Jorge Huamán Flores,RESIDENCIAL,2024-01-05,ACTIVO,cli00623@hotmail.com,********
624,RUC,70749084081,Ministerio de Transportes y Comunicaciones,GOBIERNO,2023-02-20,ACTIVO,cli00624@gmail.com,********
625,RUC,38856693388,Comercial Quispe S.A.C.,COMERCIAL,2022-05-28,MOROSO,cli00625@gmail.com,********
626,DNI,********,Pedro Castro Torres,RESIDENCIAL,2024-07-05,ACTIVO,cli00626@outlook.com,********
627,DNI,********,Ana Gonzales Quispe,RESIDENCIAL,2023-10-16,ACTIVO,cli00627@outlook.com,********
628,DNI,********,Patricia Flores Rojas,RESIDENCIAL,2025-01-31,INACTIVO,cli00628@hotmail.com,********
629,DNI,********,Luis Rodríguez Rojas,RESIDENCIAL,2021-08-17,ACTIVO,,********
630,DNI,********,Luis Chávez Torres,RESIDENCIAL,2020-11-17,ACTIVO,cli00630@hotmail.com,********
631,DNI,********,Flor García Herrera,RESIDENCIAL,2025-02-10,ACTIVO,cli00631@gmail.com,********
632,DNI,********,Lucía Lopez Sánchez,RESIDENCIAL,2023-04-09,ACTIVO,cli00632@gmail.com,********
633,DNI,********,María Rodríguez Lopez,RESIDENCIAL,2022-02-19,INACTIVO,cli00633@gmail.com,********
634,RUC,61634949261,Municipalidad de La Victoria,MUNICIPALIDAD,2018-07-07,MOROSO,cli00634@hotmail.com,********
635,DNI,********,Lucía García Pérez,RESIDENCIAL,2024-11-05,ACTIVO,cli00635@outlook.com,********
636,DNI,********,Sofía Gonzales Torres,RESIDENCIAL,2020-12-12,ACTIVO,cli00636@hotmail.com,********
637,DNI,********,Carmen Vargas García,RESIDENCIAL,2022-07-01,ACTIVO,cli00637@outlook.com,********
638,RUC,91839040626,Alumbrado Público Lurigancho-Chosica,ALUMBRADO_PUBLICO,2020-07-18,ACTIVO,cli00638@hotmail.com,********
639,DNI,********,Carmen Quispe Romero,RESIDENCIAL,2018-03-24,ACTIVO,cli00639@gmail.com,********
640,DNI,********,Patricia Gonzales Vargas,RESIDENCIAL,2022-05-12,ACTIVO,cli00640@outlook.com,********
641,DNI,********,María Flores Chávez,RESIDENCIAL,2020-09-30,ACTIVO,cli00641@hotmail.com,********
642,RUC,46451965112,RENIEC,GOBIERNO,2020-07-11,ACTIVO,cli00642@hotmail.com,********
643,RUC,46271535023,Ministerio de Transportes y Comunicaciones,GOBIERNO,2020-11-18,ACTIVO,cli00643@gmail.com,********
644,CE,********,Gabriela Ramírez Huamán,RESIDENCIAL,2024-12-29,ACTIVO,cli00644@gmail.com,********
645,DNI,********,Luis Pérez Huamán,RESIDENCIAL,2019-06-30,MOROSO,cli00645@hotmail.com,********
646,DNI,********,Gabriela Ramírez Rojas,RESIDENCIAL,2024-01-11,ACTIVO,cli00646@outlook.com,********
647,DNI,********,Carlos Herrera Lopez,RESIDENCIAL,2018-07-09,MOROSO,cli00647@gmail.com,********
648,RUC,68885456748,Comercial Chávez E.I.R.L.,COMERCIAL,2021-05-28,ACTIVO,cli00648@outlook.com,********
649,DNI,********,María García Sánchez,RESIDENCIAL,2023-01-22,ACTIVO,cli00649@gmail.com,********
650,DNI,********,Luis Gonzales Pérez,RESIDENCIAL,2020-12-29,ACTIVO,cli00650@gmail.com,********
651,DNI,********,Jorge Rodríguez Rodríguez,RESIDENCIAL,2020-11-05,ACTIVO,cli00651@hotmail.com,********
652,DNI,********,Ricardo Ramírez Castro,RESIDENCIAL,2023-02-10,ACTIVO,cli00652@gmail.com,********
653,DNI,********,Gabriela García Romero,RESIDENCIAL,2018-04-02,ACTIVO,cli00653@hotmail.com,********
654,RUC,27039120571,Municipalidad de Villa María del Triunfo,MUNICIPALIDAD,2021-09-23,ACTIVO,cli00654@hotmail.com,********
655,DNI,********,Sofía Herrera Quispe,RESIDENCIAL,2023-11-01,INACTIVO,cli00655@gmail.com,********
656,DNI,********,Rosa Ramírez Flores,RESIDENCIAL,2025-01-21,ACTIVO,,********
657,DNI,********,Flor Quispe Sánchez,RESIDENCIAL,2020-05-16,ACTIVO,cli00657@gmail.com,********
658,DNI,********,Ana Mendoza Chávez,RESIDENCIAL,2019-02-10,ACTIVO,cli00658@gmail.com,********
659,DNI,********,Patricia Lopez Rodríguez,RESIDENCIAL,2025-02-26,ACTIVO,cli00659@gmail.com,********
660,DNI,********,Jorge Vargas Rojas,RESIDENCIAL,2023-09-13,ACTIVO,,********
661,DNI,********,Carlos Rojas Torres,RESIDENCIAL,2021-11-29,ACTIVO,cli00661@hotmail.com,********
662,RUC,62216873794,Servicios García E.I.R.L.,OTROS,2024-12-09,INACTIVO,cli00662@gmail.com,********
663,DNI,********,Luis Herrera Lopez,RESIDENCIAL,2023-05-17,ACTIVO,cli00663@outlook.com,********
664,DNI,********,Pedro Huamán Rojas,RESIDENCIAL,2022-04-24,ACTIVO,cli00664@hotmail.com,********
665,DNI,********,Miguel Quispe Salazar,RESIDENCIAL,2020-03-18,ACTIVO,cli00665@gmail.com,********
666,DNI,********,Luis Huamán Vargas,USUARIO_GENERAL,2024-08-07,ACTIVO,,********
667,DNI,********,Juan Gonzales Chávez,RESIDENCIAL,2021-10-13,ACTIVO,cli00667@gmail.com,********
668,DNI,********,Flor Romero Herrera,RESIDENCIAL,2023-07-07,ACTIVO,,********
669,DNI,********,Ricardo Castro Castro,RESIDENCIAL,2019-11-28,ACTIVO,cli00669@outlook.com,********
670,DNI,********,Patricia Lopez Quispe,RESIDENCIAL,2020-06-25,ACTIVO,cli00670@hotmail.com,********
671,DNI,********,Carmen Salazar Quispe,RESIDENCIAL,2025-07-26,ACTIVO,cli00671@hotmail.com,********
672,CE,********,Miguel Romero Ramírez,RESIDENCIAL,2021-06-26,ACTIVO,,********
673,RUC,41343195810,Municipalidad de Rímac,MUNICIPALIDAD,2025-06-25,ACTIVO,cli00673@outlook.com,********
674,DNI,********,Miguel Sánchez Rodríguez,RESIDENCIAL,2021-07-29,ACTIVO,cli00674@hotmail.com,********
675,DNI,********,Luis Rodríguez Huamán,RESIDENCIAL,2024-09-29,ACTIVO,,********
676,DNI,********,Miguel Salazar Chávez,RESIDENCIAL,2020-08-15,ACTIVO,,********
677,CE,********,María Quispe Gonzales,RESIDENCIAL,2022-09-22,ACTIVO,cli00677@gmail.com,********
678,CE,********,Alberto Vargas García,RESIDENCIAL,2024-12-12,ACTIVO,cli00678@gmail.com,********
679,DNI,********,Juan Herrera García,RESIDENCIAL,2021-12-07,ACTIVO,cli00679@outlook.com,********
680,DNI,********,Rosa Ramírez Romero,RESIDENCIAL,2020-09-26,ACTIVO,cli00680@outlook.com,********
681,DNI,********,Ricardo Flores Vargas,RESIDENCIAL,2024-06-01,ACTIVO,cli00681@gmail.com,********
682,CE,********,Lucía Díaz Flores,RESIDENCIAL,2018-02-20,ACTIVO,cli00682@hotmail.com,********
683,DNI,********,Ana Flores Salazar,RESIDENCIAL,2018-12-14,ACTIVO,cli00683@outlook.com,********
684,DNI,********,Luis Rojas Vargas,RESIDENCIAL,2020-08-17,ACTIVO,,********
685,DNI,********,Ricardo Rodríguez Mendoza,RESIDENCIAL,2019-08-10,ACTIVO,cli00685@hotmail.com,********
686,RUC,77054005741,Ministerio de Economía y Finanzas,GOBIERNO,2019-05-25,ACTIVO,cli00686@outlook.com,********
687,RUC,79524671883,Comercial Castro S.A.C.,COMERCIAL,2023-04-28,ACTIVO,cli00687@outlook.com,********
688,DNI,********,Sofía Ramírez Castro,RESIDENCIAL,2023-11-30,ACTIVO,cli00688@gmail.com,********
689,DNI,********,Pedro Flores Romero,RESIDENCIAL,2020-08-06,ACTIVO,,********
690,DNI,********,Pedro Salazar García,RESIDENCIAL,2019-08-05,ACTIVO,cli00690@outlook.com,********
691,DNI,********,Ana Torres Sánchez,RESIDENCIAL,2021-06-26,MOROSO,,********
692,DNI,********,Gabriela Herrera García,RESIDENCIAL,2020-05-23,ACTIVO,,********
693,CE,********,Carmen Flores Romero,RESIDENCIAL,2025-10-21,ACTIVO,,********
694,DNI,********,Gabriela Ramírez Vargas,RESIDENCIAL,2023-07-09,ACTIVO,,********
695,DNI,********,Flor Torres Castro,RESIDENCIAL,2024-02-10,ACTIVO,,********
696,RUC,35702738538,Comercial García S.A.C.,COMERCIAL,2018-10-22,ACTIVO,cli00696@hotmail.com,********
697,RUC,55187829236,Alumbrado Público Pucusana,ALUMBRADO_PUBLICO,2022-01-13,ACTIVO,,********
698,DNI,********,José Gonzales Vargas,RESIDENCIAL,2025-07-16,ACTIVO,cli00698@gmail.com,********
699,DNI,********,Sofía Díaz Rojas,RESIDENCIAL,2018-04-03,MOROSO,cli00699@outlook.com,********
700,RUC,38518897623,Comercial Rojas S.A.,COMERCIAL,2018-10-01,ACTIVO,,********
701,RUC,83741052184,Ministerio de Justicia,GOBIERNO,2022-05-14,ACTIVO,cli00701@gmail.com,********
702,DNI,********,Alberto Díaz Lopez,RESIDENCIAL,2023-03-26,ACTIVO,,********
703,DNI,********,Luis Pérez Chávez,RESIDENCIAL,2018-04-30,ACTIVO,,********
704,DNI,********,Rosa García Rodríguez,RESIDENCIAL,2023-06-11,ACTIVO,cli00704@gmail.com,********
705,RUC,50361338922,Comercial Díaz E.I.R.L.,COMERCIAL,2023-11-24,ACTIVO,cli00705@gmail.com,********
706,CE,********,Lucía Vargas Vargas,RESIDENCIAL,2020-04-22,ACTIVO,cli00706@outlook.com,********
707,DNI,********,Jorge Flores Flores,RESIDENCIAL,2021-02-02,MOROSO,cli00707@hotmail.com,********
708,RUC,57650148735,Agro Gonzales S.A.,AGRICOLA,2024-06-12,ACTIVO,cli00708@hotmail.com,********
709,DNI,********,Miguel Castro Rodríguez,RESIDENCIAL,2024-05-17,ACTIVO,cli00709@outlook.com,********
710,DNI,********,Flor Herrera Lopez,RESIDENCIAL,2025-05-13,ACTIVO,cli00710@outlook.com,********
711,DNI,********,Pedro Huamán Huamán,RESIDENCIAL,2023-12-18,ACTIVO,cli00711@gmail.com,********
712,DNI,********,Ricardo Rojas Díaz,RESIDENCIAL,2018-03-19,ACTIVO,,********
713,DNI,********,Patricia Lopez Sánchez,RESIDENCIAL,2020-06-19,ACTIVO,cli00713@gmail.com,********
714,DNI,********,María Rojas Pérez,RESIDENCIAL,2021-11-04,ACTIVO,cli00714@gmail.com,********
715,RUC,96480128343,Comercial Gonzales E.I.R.L.,COMERCIAL,2021-01-03,INACTIVO,cli00715@outlook.com,********
716,DNI,********,María Flores Pérez,RESIDENCIAL,2022-02-19,ACTIVO,cli00716@hotmail.com,********
717,DNI,********,Luis Flores Rodríguez,RESIDENCIAL,2023-06-22,ACTIVO,cli00717@outlook.com,********
718,DNI,********,Carmen Herrera Gonzales,RESIDENCIAL,2022-07-02,ACTIVO,cli00718@hotmail.com,********
719,DNI,********,Ana Sánchez Huamán,RESIDENCIAL,2020-01-05,ACTIVO,,********
720,DNI,********,Ricardo García Pérez,RESIDENCIAL,2023-05-06,ACTIVO,cli00720@hotmail.com,********
721,DNI,********,Gabriela Lopez Flores,RESIDENCIAL,2021-05-12,MOROSO,cli00721@gmail.com,********
722,DNI,********,Lucía Torres Romero,RESIDENCIAL,2025-05-13,ACTIVO,cli00722@hotmail.com,********
723,RUC,71230151501,Comercial Salazar S.A.C.,COMERCIAL,2025-02-04,ACTIVO,cli00723@hotmail.com,********
724,DNI,********,Gabriela Rodríguez Quispe,RESIDENCIAL,2024-07-18,ACTIVO,cli00724@outlook.com,********
725,DNI,********,Lucía García Ramírez,RESIDENCIAL,2024-08-22,ACTIVO,,********
726,DNI,********,Elena Rojas Sánchez,RESIDENCIAL,2018-08-31,MOROSO,,********
727,DNI,********,Luis Salazar Romero,RESIDENCIAL,2019-08-20,ACTIVO,cli00727@outlook.com,********
728,DNI,********,Flor Rojas Vargas,USUARIO_GENERAL,2022-04-29,ACTIVO,,********
729,DNI,********,Gabriela García García,RESIDENCIAL,2024-12-02,ACTIVO,cli00729@hotmail.com,********
730,DNI,********,Juan Lopez Díaz,RESIDENCIAL,2022-06-23,ACTIVO,,********
731,DNI,********,Diego Huamán Quispe,RESIDENCIAL,2020-09-19,ACTIVO,cli00731@gmail.com,********
732,DNI,********,Pedro García Quispe,RESIDENCIAL,2022-11-16,ACTIVO,cli00732@hotmail.com,********
733,DNI,********,Gabriela Huamán Vargas,RESIDENCIAL,2021-09-15,MOROSO,cli00733@outlook.com,********
734,DNI,********,Jorge Pérez Vargas,RESIDENCIAL,2025-08-14,ACTIVO,cli00734@hotmail.com,********
735,DNI,********,Patricia Sánchez Herrera,RESIDENCIAL,2022-08-13,INACTIVO,,********
736,RUC,33445516738,Comercial Díaz S.A.,COMERCIAL,2023-12-05,ACTIVO,cli00736@outlook.com,********
737,CE,********,Patricia Flores Pérez,RESIDENCIAL,2025-10-11,MOROSO,,********
738,DNI,********,Flor Pérez Gonzales,RESIDENCIAL,2020-11-11,ACTIVO,cli00738@hotmail.com,********
739,DNI,********,Alberto Pérez Quispe,RESIDENCIAL,2021-11-29,ACTIVO,cli00739@outlook.com,********
740,DNI,********,Alberto Lopez Gonzales,RESIDENCIAL,2024-03-31,ACTIVO,cli00740@gmail.com,********
741,DNI,********,Flor Romero Salazar,RESIDENCIAL,2021-01-12,MOROSO,cli00741@hotmail.com,********
742,DNI,********,Patricia Mendoza Quispe,RESIDENCIAL,2023-02-04,ACTIVO,,********
743,CE,********,Sofía Rojas Vargas,RESIDENCIAL,2019-07-28,ACTIVO,cli00743@gmail.com,********
744,DNI,********,Patricia Mendoza Castro,RESIDENCIAL,2024-09-07,ACTIVO,cli00744@outlook.com,********
745,DNI,********,Ricardo Vargas Huamán,RESIDENCIAL,2021-07-31,ACTIVO,cli00745@outlook.com,********
746,DNI,********,Miguel Lopez Díaz,RESIDENCIAL,2020-04-11,ACTIVO,cli00746@outlook.com,********
747,RUC,65415557111,Comercial Romero S.A.C.,COMERCIAL,2024-07-08,ACTIVO,cli00747@outlook.com,********
748,RUC,54579827266,Municipalidad de Punta Negra,MUNICIPALIDAD,2019-06-04,ACTIVO,cli00748@gmail.com,********
749,RUC,29648569776,Industria Gonzales S.A.,INDUSTRIAL,2018-02-14,ACTIVO,cli00749@hotmail.com,********
750,DNI,********,Gabriela Pérez Gonzales,RESIDENCIAL,2025-03-27,ACTIVO,cli00750@outlook.com,********
751,DNI,********,Miguel Torres Mendoza,RESIDENCIAL,2025-06-03,ACTIVO,cli00751@gmail.com,********
752,DNI,********,Elena Díaz Ramírez,RESIDENCIAL,2019-08-15,ACTIVO,cli00752@hotmail.com,********
