id_cliente,tipo_cliente,DNI,Celular,Email,id_ubicacion,fecha_alta,estado_cliente
5195,Residencial,26XXXX58,989XXX314,cliente05195***@correo.com,29,2023-07-24,ACTIVO
5196,Residencial,66XXXX60,930XXX504,cliente05196***@correo.com,22,2023-11-25,ACTIVO
5197,Residencial,88XXXX17,918XXX713,cliente05197***@correo.com,29,2019-04-28,ACTIVO
5198,Residencial,47XXXX74,920XXX275,cliente05198***@correo.com,39,2019-11-23,ACTIVO
5199,Residencial,14XXXX66,918XXX965,cliente05199***@correo.com,19,2021-10-04,ACTIVO
5200,Residencial,86XXXX84,962XXX339,cliente05200***@correo.com,30,2020-07-25,ACTIVO
5201,Residencial,78XXXX54,971XXX393,cliente05201***@correo.com,7,2021-02-16,ACTIVO
5202,Residencial,32XXXX11,909XXX929,cliente05202***@correo.com,28,2023-07-29,ACTIVO
5203,Residencial,99XXXX46,997XXX878,cliente05203***@correo.com,43,2024-09-13,ACTIVO
5204,Residencial,24XXXX38,956XXX197,cliente05204***@correo.com,40,2022-01-22,ACTIVO
5205,Comercial,43XXXX07,905XXX930,cliente05205***@correo.com,3,2020-06-04,ACTIVO
5206,Residencial,27XXXX15,995XXX911,cliente05206***@correo.com,29,2020-05-30,ACTIVO
5207,Residencial,37XXXX36,910XXX614,cliente05207***@correo.com,15,2022-03-21,ACTIVO
5208,Residencial,64XXXX08,975XXX299,cliente05208***@correo.com,43,2023-07-29,ACTIVO
5209,Residencial,46XXXX39,912XXX388,cliente05209***@correo.com,6,2020-02-12,ACTIVO
5210,Residencial,39XXXX52,915XXX626,cliente05210***@correo.com,12,2019-04-10,ACTIVO
5211,Residencial,82XXXX14,977XXX254,cliente05211***@correo.com,37,2018-11-06,ACTIVO
5212,Residencial,83XXXX45,965XXX296,cliente05212***@correo.com,25,2021-05-23,ACTIVO
5213,Gobierno,82XXXX95,959XXX289,cliente05213***@correo.com,40,2019-03-03,ACTIVO
5214,Residencial,22XXXX46,935XXX620,cliente05214***@correo.com,35,2021-05-31,ACTIVO
5215,Residencial,56XXXX73,942XXX783,cliente05215***@correo.com,43,2018-07-04,ACTIVO
5216,Residencial,35XXXX97,922XXX051,cliente05216***@correo.com,9,2019-12-01,ACTIVO
5217,Industrial,83XXXX79,965XXX839,cliente05217***@correo.com,40,2022-02-25,ACTIVO
5218,Comercial,92XXXX02,993XXX991,cliente05218***@correo.com,7,2024-06-28,ACTIVO
5219,Comercial,15XXXX92,921XXX866,cliente05219***@correo.com,29,2022-07-31,ACTIVO
5220,Residencial,41XXXX84,906XXX151,cliente05220***@correo.com,30,2024-01-14,ACTIVO
5221,Residencial,92XXXX17,915XXX731,cliente05221***@correo.com,15,2021-02-12,ACTIVO
5222,Comercial,39XXXX48,968XXX591,cliente05222***@correo.com,17,2019-06-08,ACTIVO
5223,Residencial,33XXXX06,925XXX919,cliente05223***@correo.com,15,2020-08-27,ACTIVO
5224,Comercial,50XXXX72,954XXX092,cliente05224***@correo.com,7,2020-11-10,ACTIVO
5225,Residencial,60XXXX98,986XXX351,cliente05225***@correo.com,39,2020-04-08,ACTIVO
5226,Residencial,67XXXX59,931XXX733,cliente05226***@correo.com,29,2018-09-23,ACTIVO
5227,Comercial,54XXXX88,959XXX898,cliente05227***@correo.com,5,2020-09-15,ACTIVO
5228,Residencial,11XXXX85,997XXX663,cliente05228***@correo.com,13,2021-08-24,ACTIVO
5229,Industrial,67XXXX25,972XXX205,cliente05229***@correo.com,3,2019-02-27,ACTIVO
5230,Residencial,56XXXX57,983XXX815,cliente05230***@correo.com,3,2021-06-21,ACTIVO
5231,Residencial,44XXXX92,991XXX532,cliente05231***@correo.com,9,2018-01-18,ACTIVO
5232,Residencial,49XXXX12,964XXX860,cliente05232***@correo.com,26,2021-12-25,ACTIVO
5233,Residencial,89XXXX11,952XXX067,cliente05233***@correo.com,15,2024-12-29,ACTIVO
5234,Residencial,49XXXX59,936XXX041,cliente05234***@correo.com,38,2018-08-09,ACTIVO
5235,Residencial,33XXXX53,914XXX676,cliente05235***@correo.com,5,2023-11-09,ACTIVO
5236,Residencial,97XXXX20,954XXX379,cliente05236***@correo.com,35,2023-08-09,ACTIVO
5237,Residencial,29XXXX65,979XXX768,cliente05237***@correo.com,39,2023-11-02,ACTIVO
5238,Residencial,60XXXX02,993XXX806,cliente05238***@correo.com,10,2020-07-05,ACTIVO
5239,Residencial,47XXXX66,929XXX589,cliente05239***@correo.com,8,2024-12-13,ACTIVO
5240,Residencial,89XXXX86,990XXX299,cliente05240***@correo.com,9,2020-09-06,ACTIVO
5241,Residencial,47XXXX74,969XXX438,cliente05241***@correo.com,6,2018-10-30,SUSPENDIDO
5242,Residencial,39XXXX86,985XXX692,cliente05242***@correo.com,29,2020-07-12,ACTIVO
5243,Residencial,32XXXX33,987XXX766,cliente05243***@correo.com,39,2024-04-07,ACTIVO
5244,Residencial,55XXXX17,954XXX736,cliente05244***@correo.com,39,2023-08-03,ACTIVO
5245,Residencial,56XXXX94,911XXX184,cliente05245***@correo.com,7,2022-03-20,ACTIVO
5246,Residencial,16XXXX87,937XXX968,cliente05246***@correo.com,26,2019-03-06,ACTIVO
5247,Residencial,97XXXX44,915XXX884,cliente05247***@correo.com,39,2022-11-29,ACTIVO
5248,Residencial,15XXXX64,944XXX034,cliente05248***@correo.com,15,2019-01-21,ACTIVO
5249,Residencial,32XXXX62,933XXX490,cliente05249***@correo.com,5,2018-02-17,ACTIVO
5250,Residencial,47XXXX86,987XXX435,cliente05250***@correo.com,7,2020-09-07,ACTIVO
5251,Residencial,93XXXX19,918XXX540,cliente05251***@correo.com,19,2023-11-22,ACTIVO
5252,Residencial,38XXXX16,908XXX126,cliente05252***@correo.com,18,2019-07-03,ACTIVO
5253,Residencial,69XXXX02,972XXX551,cliente05253***@correo.com,30,2021-04-02,ACTIVO
5254,Residencial,60XXXX52,907XXX352,cliente05254***@correo.com,28,2019-05-06,ACTIVO
5255,Residencial,88XXXX19,950XXX401,cliente05255***@correo.com,26,2021-01-07,ACTIVO
5256,Residencial,88XXXX97,980XXX745,cliente05256***@correo.com,17,2019-09-04,ACTIVO
5257,Residencial,31XXXX31,949XXX356,cliente05257***@correo.com,4,2018-04-14,ACTIVO
5258,Residencial,23XXXX88,924XXX125,cliente05258***@correo.com,37,2018-03-01,ACTIVO
5259,Alumbrado Público,87XXXX30,938XXX167,cliente05259***@correo.com,23,2020-03-18,ACTIVO
5260,Residencial,65XXXX24,986XXX292,cliente05260***@correo.com,28,2019-03-08,ACTIVO
5261,Comercial,40XXXX00,943XXX789,cliente05261***@correo.com,38,2022-01-24,ACTIVO
5262,Residencial,61XXXX96,968XXX035,cliente05262***@correo.com,30,2023-04-18,ACTIVO
5263,Residencial,39XXXX76,907XXX410,cliente05263***@correo.com,7,2022-07-24,ACTIVO
5264,Residencial,63XXXX35,968XXX669,cliente05264***@correo.com,30,2020-02-25,ACTIVO
5265,Residencial,88XXXX83,953XXX924,cliente05265***@correo.com,43,2024-03-31,ACTIVO
5266,Residencial,78XXXX62,932XXX671,cliente05266***@correo.com,33,2024-02-12,ACTIVO
5267,Residencial,77XXXX55,959XXX256,cliente05267***@correo.com,23,2023-12-22,ACTIVO
5268,Residencial,37XXXX86,981XXX207,cliente05268***@correo.com,15,2024-06-22,ACTIVO
5269,Residencial,20XXXX57,966XXX449,cliente05269***@correo.com,28,2024-06-29,ACTIVO
5270,Residencial,31XXXX38,960XXX229,cliente05270***@correo.com,39,2023-01-11,ACTIVO
5271,Residencial,66XXXX48,978XXX063,cliente05271***@correo.com,5,2021-07-01,INACTIVO
5272,Residencial,32XXXX29,960XXX075,cliente05272***@correo.com,9,2018-09-10,ACTIVO
5273,Residencial,52XXXX39,908XXX320,cliente05273***@correo.com,41,2021-04-24,ACTIVO
5274,Comercial,61XXXX53,941XXX608,cliente05274***@correo.com,38,2023-12-25,ACTIVO
5275,Residencial,29XXXX80,913XXX209,cliente05275***@correo.com,28,2022-04-25,ACTIVO
5276,Comercial,80XXXX56,962XXX796,cliente05276***@correo.com,43,2024-09-04,ACTIVO
5277,Residencial,12XXXX38,948XXX352,cliente05277***@correo.com,35,2020-10-14,INACTIVO
5278,Residencial,61XXXX82,903XXX080,cliente05278***@correo.com,39,2022-04-13,ACTIVO
5279,Residencial,92XXXX37,999XXX307,cliente05279***@correo.com,23,2021-06-04,ACTIVO
5280,Residencial,39XXXX65,956XXX375,cliente05280***@correo.com,28,2021-12-11,ACTIVO
5281,Residencial,83XXXX63,906XXX759,cliente05281***@correo.com,15,2022-03-20,ACTIVO
5282,Residencial,82XXXX18,904XXX720,cliente05282***@correo.com,7,2018-12-13,ACTIVO
5283,Residencial,76XXXX41,974XXX997,cliente05283***@correo.com,9,2023-09-14,ACTIVO
5284,Residencial,14XXXX84,960XXX723,cliente05284***@correo.com,21,2022-12-03,ACTIVO
5285,Residencial,86XXXX20,973XXX759,cliente05285***@correo.com,15,2020-12-10,ACTIVO
5286,Residencial,96XXXX42,988XXX252,cliente05286***@correo.com,28,2024-09-05,ACTIVO
5287,Comercial,19XXXX75,968XXX168,cliente05287***@correo.com,9,2019-07-05,ACTIVO
5288,Residencial,81XXXX88,998XXX382,cliente05288***@correo.com,13,2020-08-21,ACTIVO
5289,Comercial,18XXXX10,924XXX460,cliente05289***@correo.com,37,2020-02-09,ACTIVO
5290,Residencial,17XXXX65,958XXX643,cliente05290***@correo.com,3,2018-02-20,ACTIVO
5291,Residencial,68XXXX66,921XXX691,cliente05291***@correo.com,3,2023-08-31,ACTIVO
5292,Residencial,22XXXX84,915XXX495,cliente05292***@correo.com,15,2020-05-03,ACTIVO
5293,Residencial,99XXXX04,984XXX727,cliente05293***@correo.com,38,2022-06-09,ACTIVO
5294,Residencial,74XXXX73,969XXX854,cliente05294***@correo.com,6,2020-03-21,ACTIVO
5295,Residencial,73XXXX01,928XXX735,cliente05295***@correo.com,15,2022-06-06,ACTIVO
5296,Residencial,37XXXX98,947XXX664,cliente05296***@correo.com,41,2020-02-13,ACTIVO
5297,Residencial,11XXXX55,921XXX306,cliente05297***@correo.com,15,2021-09-14,ACTIVO
5298,Residencial,68XXXX03,995XXX180,cliente05298***@correo.com,8,2021-12-01,ACTIVO
5299,Residencial,90XXXX81,946XXX590,cliente05299***@correo.com,26,2024-10-06,ACTIVO
5300,Comercial,30XXXX91,996XXX345,cliente05300***@correo.com,3,2024-07-20,ACTIVO
5301,Residencial,34XXXX57,974XXX918,cliente05301***@correo.com,39,2019-01-25,ACTIVO
5302,Residencial,55XXXX11,924XXX821,cliente05302***@correo.com,25,2020-03-23,ACTIVO
5303,Comercial,98XXXX12,963XXX898,cliente05303***@correo.com,29,2022-08-06,ACTIVO
5304,Residencial,78XXXX34,968XXX884,cliente05304***@correo.com,18,2021-03-20,ACTIVO
5305,Gobierno,43XXXX12,902XXX966,cliente05305***@correo.com,15,2023-07-11,ACTIVO
5306,Residencial,43XXXX91,914XXX529,cliente05306***@correo.com,31,2022-05-23,ACTIVO
5307,Residencial,62XXXX58,986XXX342,cliente05307***@correo.com,30,2019-09-03,ACTIVO
5308,Residencial,84XXXX57,986XXX209,cliente05308***@correo.com,40,2024-10-25,ACTIVO
5309,Residencial,24XXXX87,999XXX660,cliente05309***@correo.com,15,2018-01-25,ACTIVO
5310,Alumbrado Público,90XXXX21,945XXX230,cliente05310***@correo.com,3,2021-03-15,ACTIVO
5311,Residencial,92XXXX38,909XXX988,cliente05311***@correo.com,15,2022-04-15,ACTIVO
5312,Residencial,47XXXX73,990XXX955,cliente05312***@correo.com,29,2018-09-04,ACTIVO
5313,Residencial,28XXXX18,976XXX572,cliente05313***@correo.com,30,2021-09-18,ACTIVO
5314,Residencial,98XXXX42,982XXX788,cliente05314***@correo.com,5,2022-10-17,ACTIVO
5315,Residencial,72XXXX34,970XXX728,cliente05315***@correo.com,28,2023-02-20,ACTIVO
5316,Residencial,27XXXX17,902XXX163,cliente05316***@correo.com,43,2021-01-13,ACTIVO
5317,Residencial,22XXXX83,913XXX385,cliente05317***@correo.com,24,2020-11-28,ACTIVO
5318,Residencial,76XXXX18,912XXX235,cliente05318***@correo.com,4,2022-08-29,ACTIVO
5319,Residencial,40XXXX03,948XXX646,cliente05319***@correo.com,13,2023-09-14,ACTIVO
5320,Residencial,40XXXX38,993XXX596,cliente05320***@correo.com,4,2018-10-26,ACTIVO
5321,Comercial,32XXXX09,926XXX531,cliente05321***@correo.com,3,2024-01-01,ACTIVO
5322,Gobierno,45XXXX61,964XXX238,cliente05322***@correo.com,11,2020-08-10,ACTIVO
5323,Residencial,50XXXX88,952XXX666,cliente05323***@correo.com,26,2018-02-08,ACTIVO
5324,Residencial,11XXXX10,919XXX779,cliente05324***@correo.com,22,2024-09-29,ACTIVO
5325,Residencial,24XXXX82,932XXX649,cliente05325***@correo.com,9,2019-05-28,ACTIVO
5326,Residencial,55XXXX34,948XXX063,cliente05326***@correo.com,15,2022-10-27,ACTIVO
5327,Residencial,92XXXX21,957XXX124,cliente05327***@correo.com,4,2020-08-28,ACTIVO
5328,Residencial,51XXXX33,932XXX692,cliente05328***@correo.com,26,2020-06-23,ACTIVO
5329,Industrial,80XXXX91,954XXX232,cliente05329***@correo.com,38,2023-08-17,ACTIVO
5330,Comercial,22XXXX52,952XXX562,cliente05330***@correo.com,32,2019-07-05,ACTIVO
5331,Residencial,73XXXX06,977XXX470,cliente05331***@correo.com,21,2023-05-10,ACTIVO
5332,Residencial,96XXXX33,951XXX281,cliente05332***@correo.com,19,2018-07-04,ACTIVO
5333,Residencial,82XXXX66,929XXX586,cliente05333***@correo.com,43,2020-01-19,ACTIVO
5334,Alumbrado Público,68XXXX48,991XXX489,cliente05334***@correo.com,7,2024-03-25,ACTIVO
5335,Residencial,87XXXX02,920XXX031,cliente05335***@correo.com,13,2024-06-05,ACTIVO
5336,Residencial,88XXXX21,908XXX144,cliente05336***@correo.com,27,2019-03-10,ACTIVO
5337,Residencial,50XXXX04,946XXX895,cliente05337***@correo.com,39,2022-12-16,ACTIVO
5338,Residencial,63XXXX86,947XXX856,cliente05338***@correo.com,3,2018-10-19,ACTIVO
5339,Residencial,10XXXX84,939XXX539,cliente05339***@correo.com,38,2021-01-03,ACTIVO
5340,Residencial,93XXXX29,947XXX017,cliente05340***@correo.com,9,2020-03-09,ACTIVO
5341,Comercial,81XXXX01,964XXX729,cliente05341***@correo.com,10,2018-06-09,ACTIVO
5342,Residencial,31XXXX02,932XXX304,cliente05342***@correo.com,7,2020-03-26,ACTIVO
5343,Residencial,69XXXX85,986XXX722,cliente05343***@correo.com,30,2023-08-17,ACTIVO
5344,Residencial,88XXXX54,988XXX898,cliente05344***@correo.com,34,2024-08-05,ACTIVO
5345,Residencial,92XXXX91,933XXX503,cliente05345***@correo.com,40,2021-07-17,ACTIVO
5346,Residencial,18XXXX97,940XXX720,cliente05346***@correo.com,9,2019-03-18,ACTIVO
5347,Residencial,10XXXX45,977XXX627,cliente05347***@correo.com,5,2020-02-07,ACTIVO
5348,Residencial,13XXXX29,920XXX523,cliente05348***@correo.com,9,2018-01-06,ACTIVO
5349,Residencial,33XXXX80,951XXX239,cliente05349***@correo.com,13,2021-09-19,ACTIVO
5350,Residencial,36XXXX00,922XXX321,cliente05350***@correo.com,8,2024-04-19,ACTIVO
5351,Residencial,33XXXX06,983XXX513,cliente05351***@correo.com,38,2018-11-24,ACTIVO
5352,Residencial,60XXXX86,967XXX619,cliente05352***@correo.com,7,2018-06-27,ACTIVO
5353,Residencial,18XXXX15,915XXX635,cliente05353***@correo.com,7,2024-12-18,ACTIVO
5354,Residencial,79XXXX16,947XXX407,cliente05354***@correo.com,43,2023-10-20,ACTIVO
5355,Residencial,24XXXX93,913XXX985,cliente05355***@correo.com,24,2021-05-23,ACTIVO
5356,Comercial,16XXXX97,918XXX076,cliente05356***@correo.com,40,2023-06-12,ACTIVO
5357,Residencial,99XXXX36,960XXX657,cliente05357***@correo.com,26,2019-06-09,ACTIVO
5358,Residencial,65XXXX14,994XXX439,cliente05358***@correo.com,14,2021-02-10,ACTIVO
5359,Residencial,95XXXX36,911XXX297,cliente05359***@correo.com,29,2023-10-23,ACTIVO
5360,Residencial,11XXXX44,944XXX480,cliente05360***@correo.com,9,2024-10-22,ACTIVO
5361,Residencial,85XXXX42,995XXX796,cliente05361***@correo.com,33,2019-02-15,ACTIVO
5362,Residencial,71XXXX97,927XXX873,cliente05362***@correo.com,9,2018-05-11,ACTIVO
5363,Residencial,77XXXX40,947XXX569,cliente05363***@correo.com,27,2023-04-05,ACTIVO
5364,Residencial,57XXXX08,902XXX837,cliente05364***@correo.com,15,2019-06-05,ACTIVO
5365,Alumbrado Público,42XXXX42,984XXX047,cliente05365***@correo.com,1,2021-06-16,ACTIVO
5366,Residencial,10XXXX28,920XXX084,cliente05366***@correo.com,19,2022-11-03,ACTIVO
5367,Residencial,77XXXX82,972XXX216,cliente05367***@correo.com,26,2018-09-07,ACTIVO
5368,Residencial,18XXXX16,960XXX559,cliente05368***@correo.com,3,2018-07-16,ACTIVO
5369,Gobierno,68XXXX54,942XXX165,cliente05369***@correo.com,15,2020-02-23,ACTIVO
5370,Residencial,57XXXX92,920XXX359,cliente05370***@correo.com,40,2024-12-18,ACTIVO
5371,Residencial,83XXXX68,984XXX686,cliente05371***@correo.com,18,2021-09-09,ACTIVO
5372,Residencial,49XXXX75,967XXX956,cliente05372***@correo.com,43,2018-12-26,ACTIVO
5373,Residencial,37XXXX40,920XXX911,cliente05373***@correo.com,20,2021-06-15,ACTIVO
5374,Residencial,62XXXX20,946XXX659,cliente05374***@correo.com,43,2022-10-07,ACTIVO
5375,Residencial,60XXXX45,941XXX030,cliente05375***@correo.com,26,2022-05-16,ACTIVO
5376,Residencial,29XXXX89,903XXX456,cliente05376***@correo.com,43,2022-04-05,ACTIVO
5377,Residencial,32XXXX23,901XXX268,cliente05377***@correo.com,15,2021-09-18,ACTIVO
5378,Residencial,22XXXX56,901XXX070,cliente05378***@correo.com,35,2019-10-07,ACTIVO
5379,Residencial,59XXXX52,978XXX273,cliente05379***@correo.com,26,2021-03-29,ACTIVO
5380,Residencial,31XXXX22,901XXX265,cliente05380***@correo.com,40,2022-10-19,ACTIVO
5381,Residencial,48XXXX12,952XXX219,cliente05381***@correo.com,3,2022-07-24,ACTIVO
5382,Residencial,29XXXX93,934XXX730,cliente05382***@correo.com,15,2022-03-02,ACTIVO
5383,Residencial,81XXXX59,975XXX161,cliente05383***@correo.com,7,2020-01-31,ACTIVO
5384,Residencial,57XXXX52,960XXX924,cliente05384***@correo.com,15,2019-08-27,ACTIVO
5385,Residencial,33XXXX64,987XXX981,cliente05385***@correo.com,9,2022-09-04,ACTIVO
5386,Residencial,87XXXX06,905XXX861,cliente05386***@correo.com,22,2019-01-15,ACTIVO
5387,Residencial,77XXXX89,963XXX320,cliente05387***@correo.com,40,2022-11-24,ACTIVO
5388,Residencial,58XXXX41,900XXX475,cliente05388***@correo.com,3,2018-03-21,ACTIVO
5389,Residencial,16XXXX69,999XXX449,cliente05389***@correo.com,29,2019-10-24,ACTIVO
5390,Residencial,96XXXX63,911XXX465,cliente05390***@correo.com,29,2022-07-02,ACTIVO
5391,Residencial,23XXXX80,905XXX424,cliente05391***@correo.com,4,2021-05-18,ACTIVO
5392,Residencial,32XXXX14,938XXX018,cliente05392***@correo.com,3,2018-08-07,ACTIVO
5393,Residencial,52XXXX10,917XXX947,cliente05393***@correo.com,19,2024-05-20,ACTIVO
5394,Residencial,53XXXX78,991XXX258,cliente05394***@correo.com,9,2022-05-02,ACTIVO
5395,Residencial,26XXXX83,954XXX713,cliente05395***@correo.com,29,2022-07-10,ACTIVO
5396,Residencial,69XXXX79,900XXX713,cliente05396***@correo.com,15,2022-08-14,ACTIVO
5397,Residencial,86XXXX71,942XXX528,cliente05397***@correo.com,8,2018-11-27,ACTIVO
5398,Industrial,39XXXX25,990XXX313,cliente05398***@correo.com,30,2022-02-17,ACTIVO
5399,Residencial,30XXXX52,908XXX368,cliente05399***@correo.com,29,2024-02-01,ACTIVO
5400,Residencial,92XXXX70,958XXX274,cliente05400***@correo.com,16,2020-08-06,ACTIVO
5401,Residencial,20XXXX56,956XXX211,cliente05401***@correo.com,3,2023-12-01,ACTIVO
5402,Gobierno,18XXXX50,959XXX403,cliente05402***@correo.com,38,2022-03-25,ACTIVO
5403,Residencial,82XXXX32,989XXX702,cliente05403***@correo.com,19,2022-09-07,ACTIVO
5404,Industrial,19XXXX42,988XXX946,cliente05404***@correo.com,30,2019-06-05,ACTIVO
5405,Residencial,70XXXX11,950XXX241,cliente05405***@correo.com,35,2023-09-18,ACTIVO
5406,Residencial,20XXXX54,992XXX149,cliente05406***@correo.com,29,2024-12-28,INACTIVO
5407,Residencial,64XXXX14,992XXX043,cliente05407***@correo.com,42,2019-10-10,ACTIVO
5408,Residencial,55XXXX78,912XXX045,cliente05408***@correo.com,15,2021-06-14,ACTIVO
5409,Residencial,99XXXX33,982XXX426,cliente05409***@correo.com,3,2021-12-18,ACTIVO
5410,Residencial,97XXXX00,969XXX172,cliente05410***@correo.com,38,2020-12-27,ACTIVO
5411,Residencial,86XXXX04,906XXX132,cliente05411***@correo.com,21,2024-08-18,ACTIVO
5412,Residencial,72XXXX29,928XXX187,cliente05412***@correo.com,15,2022-02-05,ACTIVO
5413,Comercial,54XXXX59,994XXX693,cliente05413***@correo.com,19,2024-11-04,ACTIVO
5414,Residencial,16XXXX65,912XXX214,cliente05414***@correo.com,38,2018-06-06,ACTIVO
5415,Residencial,68XXXX77,998XXX713,cliente05415***@correo.com,5,2019-05-08,ACTIVO
5416,Residencial,27XXXX53,912XXX441,cliente05416***@correo.com,7,2019-12-20,ACTIVO
5417,Residencial,86XXXX12,943XXX614,cliente05417***@correo.com,43,2021-10-30,ACTIVO
5418,Residencial,56XXXX55,972XXX537,cliente05418***@correo.com,15,2023-07-31,ACTIVO
5419,Residencial,52XXXX86,973XXX654,cliente05419***@correo.com,19,2022-05-17,ACTIVO
5420,Residencial,82XXXX37,972XXX757,cliente05420***@correo.com,9,2023-10-17,ACTIVO
5421,Residencial,22XXXX55,962XXX632,cliente05421***@correo.com,13,2020-10-19,ACTIVO
5422,Residencial,29XXXX30,949XXX727,cliente05422***@correo.com,41,2020-04-11,ACTIVO
5423,Residencial,69XXXX92,945XXX548,cliente05423***@correo.com,9,2021-04-10,ACTIVO
5424,Residencial,82XXXX45,956XXX266,cliente05424***@correo.com,30,2018-11-26,ACTIVO
5425,Comercial,41XXXX75,993XXX089,cliente05425***@correo.com,29,2024-01-30,ACTIVO
5426,Residencial,59XXXX12,990XXX049,cliente05426***@correo.com,30,2022-03-03,ACTIVO
5427,Residencial,85XXXX47,910XXX179,cliente05427***@correo.com,5,2021-02-15,ACTIVO
5428,Comercial,88XXXX61,904XXX602,cliente05428***@correo.com,3,2021-09-09,INACTIVO
5429,Residencial,98XXXX82,914XXX777,cliente05429***@correo.com,9,2023-07-29,ACTIVO
5430,Residencial,90XXXX92,979XXX768,cliente05430***@correo.com,5,2019-02-18,ACTIVO
5431,Residencial,51XXXX93,902XXX090,cliente05431***@correo.com,30,2019-06-24,ACTIVO
5432,Residencial,44XXXX98,961XXX458,cliente05432***@correo.com,40,2021-08-08,ACTIVO
5433,Residencial,29XXXX98,961XXX516,cliente05433***@correo.com,40,2022-01-22,ACTIVO
5434,Residencial,65XXXX93,901XXX348,cliente05434***@correo.com,15,2024-02-18,ACTIVO
5435,Residencial,26XXXX92,953XXX947,cliente05435***@correo.com,43,2022-04-12,ACTIVO
5436,Residencial,65XXXX71,914XXX923,cliente05436***@correo.com,28,2020-05-11,ACTIVO
5437,Comercial,21XXXX80,904XXX130,cliente05437***@correo.com,27,2019-07-11,ACTIVO
5438,Residencial,72XXXX35,991XXX213,cliente05438***@correo.com,40,2018-12-18,ACTIVO
5439,Alumbrado Público,75XXXX86,916XXX418,cliente05439***@correo.com,5,2021-09-16,ACTIVO
5440,Residencial,47XXXX35,970XXX149,cliente05440***@correo.com,41,2020-11-01,ACTIVO
5441,Residencial,72XXXX60,923XXX429,cliente05441***@correo.com,19,2022-07-31,ACTIVO
5442,Residencial,40XXXX75,935XXX944,cliente05442***@correo.com,27,2024-03-24,ACTIVO
5443,Residencial,95XXXX94,976XXX607,cliente05443***@correo.com,15,2024-11-19,ACTIVO
5444,Residencial,37XXXX99,957XXX520,cliente05444***@correo.com,15,2022-05-22,ACTIVO
5445,Residencial,52XXXX74,934XXX653,cliente05445***@correo.com,10,2024-03-04,ACTIVO
5446,Residencial,15XXXX67,961XXX113,cliente05446***@correo.com,7,2018-11-26,ACTIVO
5447,Residencial,64XXXX07,997XXX862,cliente05447***@correo.com,30,2021-12-25,ACTIVO
5448,Residencial,89XXXX27,905XXX586,cliente05448***@correo.com,3,2024-04-03,ACTIVO
5449,Residencial,13XXXX18,948XXX497,cliente05449***@correo.com,7,2019-06-30,ACTIVO
5450,Residencial,65XXXX06,928XXX395,cliente05450***@correo.com,28,2022-01-17,ACTIVO
5451,Alumbrado Público,98XXXX37,904XXX807,cliente05451***@correo.com,21,2019-10-06,ACTIVO
5452,Residencial,52XXXX44,997XXX838,cliente05452***@correo.com,28,2022-01-08,ACTIVO
5453,Residencial,38XXXX60,930XXX799,cliente05453***@correo.com,19,2023-11-08,ACTIVO
5454,Residencial,89XXXX79,969XXX605,cliente05454***@correo.com,40,2021-08-13,ACTIVO
5455,Residencial,98XXXX14,912XXX255,cliente05455***@correo.com,5,2020-10-17,ACTIVO
5456,Residencial,15XXXX57,912XXX780,cliente05456***@correo.com,15,2018-07-23,ACTIVO
5457,Residencial,89XXXX75,927XXX372,cliente05457***@correo.com,13,2020-04-09,ACTIVO
5458,Residencial,64XXXX49,942XXX070,cliente05458***@correo.com,30,2023-11-09,ACTIVO
5459,Industrial,99XXXX38,965XXX021,cliente05459***@correo.com,29,2022-09-09,ACTIVO
5460,Residencial,33XXXX55,998XXX579,cliente05460***@correo.com,3,2023-11-07,ACTIVO
5461,Residencial,83XXXX48,971XXX013,cliente05461***@correo.com,9,2020-02-05,ACTIVO
5462,Residencial,82XXXX30,919XXX227,cliente05462***@correo.com,28,2024-01-05,ACTIVO
5463,Comercial,10XXXX70,914XXX583,cliente05463***@correo.com,43,2022-01-31,ACTIVO
5464,Residencial,53XXXX53,939XXX904,cliente05464***@correo.com,38,2021-07-06,ACTIVO
5465,Industrial,65XXXX15,968XXX608,cliente05465***@correo.com,30,2019-01-05,ACTIVO
5466,Residencial,76XXXX24,947XXX301,cliente05466***@correo.com,15,2019-08-19,ACTIVO
5467,Residencial,19XXXX48,967XXX624,cliente05467***@correo.com,9,2018-03-09,ACTIVO
5468,Residencial,90XXXX56,908XXX500,cliente05468***@correo.com,7,2018-11-07,SUSPENDIDO
5469,Residencial,33XXXX53,963XXX779,cliente05469***@correo.com,30,2022-02-22,ACTIVO
5470,Residencial,92XXXX64,948XXX232,cliente05470***@correo.com,9,2023-12-04,ACTIVO
5471,Residencial,66XXXX04,941XXX731,cliente05471***@correo.com,24,2019-07-23,ACTIVO
5472,Residencial,43XXXX21,956XXX218,cliente05472***@correo.com,15,2023-04-01,ACTIVO
5473,Residencial,63XXXX78,938XXX761,cliente05473***@correo.com,9,2021-06-16,ACTIVO
5474,Residencial,30XXXX11,931XXX130,cliente05474***@correo.com,3,2019-05-10,ACTIVO
5475,Residencial,22XXXX55,910XXX707,cliente05475***@correo.com,43,2023-12-02,ACTIVO
5476,Residencial,66XXXX20,970XXX049,cliente05476***@correo.com,27,2023-11-24,ACTIVO
5477,Residencial,81XXXX12,911XXX696,cliente05477***@correo.com,15,2019-05-09,ACTIVO
5478,Comercial,32XXXX39,962XXX850,cliente05478***@correo.com,37,2020-01-25,ACTIVO
