id_suministro,id_cliente,id_ubicacion,direccion_suministro,nivel_tension,id_sist_electrico,fecha_alta_suministro,estado_suministro
1006782,5562,15,Pasaje El Sol 1095,BT,2,2006-02-03 20:56:39,ACTIVO
1006783,5562,15,Av. Grau 1424,BT,7,2005-06-28 18:18:33,ACTIVO
1006784,5563,3,Av. San Martín 5480,BT,2,2016-11-08 03:10:29,ACTIVO
1006785,5564,7,Jr. Grau 4763,BT,5,2004-09-24 02:16:34,ACTIVO
1006786,5565,7,Av. Universitaria 4634,BT,3,2002-10-09 12:09:26,ACTIVO
1006787,5566,42,Psje. Panamericana 3322,BT,3,2012-06-21 11:49:48,ACTIVO
1006788,5567,4,Calle Bolívar 2100,MT,8,2001-02-19 14:18:11,ACTIVO
1006789,5568,26,Psje. Universitaria 2156,BT,8,2002-12-30 11:09:51,ACTIVO
1006790,5568,26,Psje. Venezuela 4606,BT,5,2002-12-10 10:16:24,ACTIVO
1006791,5569,11,Av. Progreso 1606,BT,5,2018-02-03 15:01:02,ACTIVO
1006792,5570,13,Av. Bolívar 8052,BT,1,2006-12-25 18:34:48,ACTIVO
1006793,5571,28,Av. Universitaria 3534,BT,3,2020-06-19 10:04:52,ACTIVO
1006794,5572,15,Calle La Molina 3021,BT,5,2004-07-27 12:05:52,ACTIVO
1006795,5573,34,Pasaje La Molina 8507,BT,2,2014-08-31 20:36:10,ACTIVO
1006796,5574,23,Calle La Molina 4711,BT,2,2016-04-15 11:50:56,ACTIVO
1006797,5575,29,Pasaje Bolívar 6451,BT,7,2020-01-29 10:00:01,ACTIVO
1006798,5576,15,Calle Bolívar 8771,BT,7,2005-08-28 04:11:12,ACTIVO
1006799,5577,43,Calle Venezuela 4712,BT,4,2009-11-02 00:15:05,ACTIVO
1006800,5578,29,Av. Los Pinos 6490,BT,1,2003-01-02 12:09:53,ACTIVO
1006801,5579,3,Pasaje Progreso 9225,BT,7,2008-09-01 19:27:11,ACTIVO
1006802,5580,30,Av. El Sol 434,BT,5,2013-08-30 16:46:36,ACTIVO
1006803,5581,29,Calle La Molina 9156,BT,8,2012-04-21 07:47:47,ACTIVO
1006804,5582,15,Av. Panamericana 2716,BT,4,2006-02-11 18:23:29,ACTIVO
1006805,5583,21,Av. El Sol 3714,BT,6,2024-12-06 00:00:00,ACTIVO
1006806,5584,38,Av. Panamericana 2457,BT,1,2019-02-01 03:17:03,ACTIVO
1006807,5584,38,Calle Bolívar 9457,BT,7,2003-01-02 13:08:18,ACTIVO
1006808,5585,26,Calle Progreso 9684,BT,2,2011-08-22 03:25:26,ACTIVO
1006809,5586,19,Av. Venezuela 8857,BT,4,2000-02-05 06:16:36,ACTIVO
1006810,5587,15,Pasaje Progreso 1045,BT,2,2005-07-19 02:26:46,ACTIVO
1006811,5588,36,Pasaje La Molina 566,BT,1,2004-01-18 22:04:29,ACTIVO
1006812,5588,36,Psje. Los Pinos 4388,BT,8,2006-11-28 04:56:13,ACTIVO
1006813,5589,3,Psje. La Molina 6837,BT,4,2009-01-28 12:28:19,INACTIVO
1006814,5590,29,Pasaje Universitaria 9846,BT,3,2005-09-06 14:59:28,ACTIVO
1006815,5591,40,Pasaje La Molina 6080,BT,1,2003-08-01 19:01:10,ACTIVO
1006816,5592,26,Jr. Grau 8844,BT,8,2005-08-14 02:00:44,ACTIVO
1006817,5593,30,Psje. Bolívar 4234,BT,8,2000-10-06 05:07:47,ACTIVO
1006818,5594,7,Jr. Bolívar 9353,BT,7,2024-04-19 00:00:00,SUSPENDIDO
1006819,5595,8,Jr. Grau 7862,BT,5,2016-10-01 23:47:04,ACTIVO
1006820,5596,28,Psje. Grau 2215,BT,5,2019-09-25 04:29:16,ACTIVO
1006821,5596,28,Calle Bolívar 9273,BT,4,2007-12-20 11:02:45,ACTIVO
1006822,5597,9,Av. Venezuela 8434,BT,7,2009-03-25 17:54:16,ACTIVO
1006823,5598,39,Jr. Progreso 6822,BT,7,2009-05-10 18:18:56,ACTIVO
1006824,5599,24,Calle La Molina 8559,BT,2,2019-02-24 13:40:59,ACTIVO
1006825,5600,28,Calle San Martín 8783,BT,6,2017-08-26 16:38:00,ACTIVO
1006826,5601,28,Calle Universitaria 856,BT,1,2005-08-03 20:43:38,ACTIVO
1006827,5602,15,Av. Universitaria 4791,BT,6,2002-01-12 04:29:10,INACTIVO
1006828,5603,1,Calle Los Pinos 4458,BT,3,2003-08-20 07:57:36,ACTIVO
1006829,5604,7,Psje. Los Pinos 2901,BT,4,2014-01-09 01:05:14,ACTIVO
1006830,5605,26,Psje. Panamericana 6026,BT,5,2018-09-21 03:44:46,ACTIVO
1006831,5605,26,Av. San Martín 7700,BT,3,2000-02-22 13:54:37,ACTIVO
1006832,5606,4,Av. Universitaria 8580,BT,1,2015-02-04 10:53:31,ACTIVO
1006833,5607,4,Psje. San Martín 1779,BT,3,2008-04-14 06:22:15,ACTIVO
1006834,5607,4,Psje. Progreso 3657,BT,2,2014-05-29 14:28:34,ACTIVO
1006835,5608,9,Calle La Molina 2588,BT,8,2021-02-20 00:00:00,ACTIVO
1006836,5609,5,Av. Los Pinos 9953,BT,4,2002-07-28 13:47:50,ACTIVO
1006837,5610,15,Av. Universitaria 5518,BT,7,2015-05-24 17:12:32,ACTIVO
1006838,5611,7,Av. El Sol 3802,BT,5,2004-09-30 09:57:09,ACTIVO
1006839,5612,5,Jr. Progreso 8120,MT,2,2024-12-08 00:00:00,ACTIVO
1006840,5612,5,Jr. El Sol 4543,BT,7,2018-08-18 21:01:44,ACTIVO
1006841,5613,39,Psje. Progreso 1835,BT,5,2001-08-06 22:24:43,ACTIVO
1006842,5613,39,Psje. Los Pinos 6132,BT,7,2017-03-08 16:06:22,ACTIVO
1006843,5614,26,Calle Progreso 6810,BT,7,2003-03-09 03:13:51,ACTIVO
1006844,5615,24,Psje. Universitaria 6316,BT,5,2006-11-07 19:36:59,ACTIVO
1006845,5616,27,Calle Universitaria 1872,MT,1,2019-09-03 06:28:03,ACTIVO
1006846,5617,28,Av. Grau 747,BT,3,2015-03-28 05:22:51,ACTIVO
1006847,5618,4,Jr. Venezuela 5986,BT,4,2014-09-15 21:42:31,ACTIVO
1006848,5618,4,Pasaje Grau 6740,BT,4,2012-05-12 20:41:10,ACTIVO
1006849,5618,4,Av. San Martín 4508,BT,6,2012-12-19 01:57:23,ACTIVO
1006850,5619,3,Av. Universitaria 8123,BT,1,2006-01-13 07:11:27,ACTIVO
1006851,5620,39,Av. La Molina 8093,BT,8,2010-06-26 21:34:08,ACTIVO
1006852,5621,9,Pasaje El Sol 4439,BT,7,2020-06-16 20:22:58,ACTIVO
1006853,5622,5,Calle Universitaria 1163,BT,5,2005-09-19 19:27:02,ACTIVO
1006854,5623,38,Pasaje Panamericana 8719,BT,2,2017-01-17 08:07:22,ACTIVO
1006855,5624,29,Calle San Martín 532,BT,7,2009-05-15 04:11:35,ACTIVO
1006856,5625,5,Psje. Los Pinos 191,BT,2,2022-01-02 00:00:00,ACTIVO
1006857,5626,15,Pasaje San Martín 7350,BT,2,2013-07-25 00:19:12,ACTIVO
1006858,5627,24,Av. Venezuela 6054,BT,2,2002-02-22 01:38:19,ACTIVO
1006859,5628,20,Pasaje La Molina 1034,BT,3,2005-05-11 13:35:31,ACTIVO
1006860,5629,26,Jr. Venezuela 3491,BT,1,2000-01-21 16:09:50,ACTIVO
1006861,5629,26,Jr. Grau 3202,BT,5,2018-01-23 09:46:50,ACTIVO
1006862,5630,7,Jr. Panamericana 5848,BT,8,2003-09-04 22:42:50,ACTIVO
1006863,5631,7,Calle El Sol 5199,BT,6,2003-05-31 16:00:52,ACTIVO
1006864,5632,15,Calle Progreso 590,BT,6,2015-12-20 06:51:01,ACTIVO
1006865,5633,13,Calle Progreso 3555,BT,4,2018-09-21 14:36:26,ACTIVO
1006866,5634,29,Av. Progreso 2032,BT,7,2011-10-07 16:28:54,ACTIVO
1006867,5635,39,Psje. La Molina 4150,BT,5,2007-01-04 15:12:55,ACTIVO
1006868,5635,39,Calle Los Pinos 7793,BT,2,2012-05-16 18:50:11,ACTIVO
1006869,5635,39,Pasaje Venezuela 739,BT,2,2017-01-16 03:43:03,ACTIVO
1006870,5636,5,Pasaje El Sol 222,BT,7,2019-12-14 16:26:41,ACTIVO
1006871,5637,34,Pasaje Bolívar 1461,BT,2,2018-05-04 16:50:03,ACTIVO
1006872,5637,34,Calle Los Pinos 3470,BT,1,2009-12-27 06:42:46,SUSPENDIDO
1006873,5638,34,Calle San Martín 8094,BT,3,2005-09-25 20:34:05,ACTIVO
1006874,5639,19,Av. Panamericana 1258,BT,8,2002-10-25 02:56:05,ACTIVO
1006875,5640,39,Pasaje El Sol 6159,BT,1,2015-02-08 14:15:50,ACTIVO
1006876,5641,29,Jr. Universitaria 5597,BT,4,2001-01-30 16:32:00,ACTIVO
1006877,5641,29,Calle Universitaria 8976,BT,1,2003-05-16 12:39:33,ACTIVO
1006878,5642,9,Jr. San Martín 6761,BT,6,2018-09-09 22:04:36,ACTIVO
1006879,5643,4,Av. Panamericana 1921,BT,7,2020-04-13 07:16:18,ACTIVO
1006880,5644,29,Pasaje El Sol 5682,BT,2,2013-10-29 04:09:37,ACTIVO
1006881,5645,7,Calle Universitaria 9246,BT,2,2004-02-28 20:58:42,ACTIVO
1006882,5646,26,Calle El Sol 3607,BT,6,2004-12-20 14:55:26,ACTIVO
1006883,5647,40,Av. Progreso 6141,BT,7,2002-08-31 06:03:00,SUSPENDIDO
1006884,5648,9,Pasaje San Martín 2530,BT,1,2001-12-07 16:06:01,ACTIVO
1006885,5648,9,Pasaje Venezuela 1172,BT,4,2004-05-27 00:59:53,ACTIVO
1006886,5649,26,Psje. Progreso 3576,BT,8,2019-05-18 04:05:18,ACTIVO
1006887,5650,29,Pasaje Panamericana 4189,BT,7,2014-11-20 11:40:42,ACTIVO
1006888,5651,3,Pasaje San Martín 4357,MT,4,2014-04-20 20:11:10,ACTIVO
1006889,5652,39,Jr. San Martín 4712,BT,6,2007-07-21 13:42:36,ACTIVO
1006890,5653,15,Pasaje Venezuela 8057,BT,2,2020-12-26 15:52:22,ACTIVO
1006891,5653,15,Pasaje La Molina 8597,BT,2,2001-06-29 22:19:32,ACTIVO
1006892,5654,9,Psje. Panamericana 5509,BT,8,2015-09-10 08:32:40,ACTIVO
1006893,5655,10,Calle Los Pinos 7222,BT,2,2003-07-21 18:21:38,ACTIVO
1006894,5656,13,Calle Universitaria 6218,BT,2,2007-08-15 20:55:01,ACTIVO
1006895,5657,20,Calle El Sol 6397,BT,7,2001-04-14 16:55:37,ACTIVO
1006896,5658,30,Jr. Bolívar 6039,BT,5,2003-03-17 19:45:49,ACTIVO
1006897,5659,38,Jr. Bolívar 1994,BT,8,2004-06-06 17:12:43,ACTIVO
1006898,5660,15,Psje. Bolívar 7272,BT,8,2001-05-30 18:38:39,ACTIVO
1006899,5661,6,Av. La Molina 8977,BT,4,2020-03-11 00:05:05,ACTIVO
1006900,5662,19,Pasaje Grau 7000,BT,1,2009-10-25 00:00:01,ACTIVO
1006901,5663,19,Jr. Grau 6373,BT,3,2013-04-27 15:01:00,SUSPENDIDO
1006902,5664,38,Jr. Universitaria 2688,BT,8,2013-10-19 23:37:11,ACTIVO
1006903,5665,12,Psje. Universitaria 9847,BT,7,2006-09-05 10:03:57,ACTIVO
1006904,5666,23,Psje. San Martín 4130,BT,4,2004-03-27 11:28:24,ACTIVO
1006905,5667,19,Psje. Bolívar 4459,BT,2,2013-12-24 23:41:13,ACTIVO
1006906,5668,9,Calle Progreso 4753,BT,6,2001-04-05 15:05:04,INACTIVO
1006907,5669,21,Av. Progreso 6122,BT,5,2017-11-21 19:59:33,ACTIVO
1006908,5670,39,Calle El Sol 4212,BT,5,2010-09-24 09:38:07,INACTIVO
1006909,5670,39,Jr. Panamericana 7685,BT,7,2015-08-31 22:43:26,INACTIVO
1006910,5671,4,Pasaje Venezuela 7494,BT,1,2020-07-08 08:10:27,ACTIVO
1006911,5672,9,Calle Grau 1064,BT,5,2020-05-01 03:18:45,ACTIVO
1006912,5673,7,Jr. Bolívar 9895,BT,2,2017-12-19 14:24:13,ACTIVO
1006913,5674,15,Jr. Bolívar 2158,BT,8,2000-02-26 08:34:00,ACTIVO
1006914,5675,24,Pasaje Grau 7686,BT,2,2006-06-20 01:26:50,ACTIVO
1006915,5676,13,Pasaje Universitaria 9027,BT,1,2000-06-09 17:28:14,ACTIVO
1006916,5677,26,Psje. Venezuela 9580,BT,6,2017-03-09 20:02:25,ACTIVO
1006917,5678,15,Pasaje La Molina 3130,BT,5,2019-05-04 16:56:58,ACTIVO
1006918,5679,26,Psje. Panamericana 1580,BT,8,2006-02-04 22:07:52,ACTIVO
1006919,5680,28,Jr. Universitaria 501,BT,8,2007-01-06 19:29:00,ACTIVO
1006920,5681,38,Av. San Martín 7749,BT,7,2013-01-30 11:45:09,ACTIVO
1006921,5682,15,Psje. El Sol 4084,BT,7,2005-01-20 08:04:05,ACTIVO
1006922,5683,3,Calle Bolívar 7066,BT,4,2017-10-22 22:59:55,ACTIVO
1006923,5684,15,Calle El Sol 1793,BT,7,2008-06-22 15:36:27,ACTIVO
1006924,5684,15,Calle El Sol 6940,BT,4,2006-03-21 05:34:14,ACTIVO
1006925,5684,15,Pasaje Universitaria 4793,BT,1,2002-07-01 13:33:02,ACTIVO
1006926,5685,1,Psje. Panamericana 2010,BT,5,2001-10-06 03:38:42,ACTIVO
1006927,5686,26,Jr. Venezuela 2696,MT,7,2023-06-30 00:00:00,ACTIVO
1006928,5687,9,Pasaje El Sol 2112,BT,8,2005-12-16 01:10:02,ACTIVO
1006929,5687,9,Av. Bolívar 3101,BT,6,2002-01-04 10:18:23,ACTIVO
1006930,5688,26,Pasaje Grau 5263,BT,5,2003-11-26 15:54:04,ACTIVO
1006931,5689,3,Psje. Los Pinos 6206,BT,5,2003-07-08 17:01:28,ACTIVO
1006932,5690,15,Psje. Progreso 4911,BT,3,2004-12-18 03:14:38,ACTIVO
1006933,5691,39,Calle Progreso 7555,BT,5,2011-06-18 11:49:18,ACTIVO
1006934,5692,21,Av. El Sol 7194,BT,6,2019-06-16 06:56:43,ACTIVO
1006935,5693,26,Pasaje San Martín 6998,MT,6,2002-09-01 07:04:55,ACTIVO
1006936,5694,7,Pasaje Bolívar 1736,BT,2,2013-03-11 00:57:48,ACTIVO
1006937,5695,24,Calle Los Pinos 3282,BT,5,2018-07-02 03:32:53,ACTIVO
1006938,5696,31,Psje. Universitaria 4728,BT,3,2001-03-09 01:11:41,ACTIVO
1006939,5697,30,Av. Venezuela 8603,BT,2,2003-01-31 15:44:54,ACTIVO
1006940,5698,13,Jr. Venezuela 3642,BT,3,2012-01-21 02:27:34,ACTIVO
1006941,5699,14,Av. Panamericana 7988,BT,2,2008-06-20 05:24:48,ACTIVO
1006942,5700,20,Av. Panamericana 8162,BT,7,2005-01-31 15:05:57,ACTIVO
1006943,5701,7,Pasaje Venezuela 6643,BT,2,2005-01-04 19:21:48,ACTIVO
1006944,5702,43,Calle Progreso 5338,BT,8,2001-10-17 23:42:20,ACTIVO
1006945,5703,3,Jr. Grau 4813,BT,7,2016-01-30 13:46:50,ACTIVO
1006946,5704,3,Jr. Venezuela 189,BT,6,2000-01-15 10:50:41,ACTIVO
1006947,5705,15,Psje. Los Pinos 3306,BT,3,2018-04-10 09:04:27,ACTIVO
1006948,5706,5,Pasaje Grau 7757,BT,3,2011-02-11 16:36:51,ACTIVO
1006949,5707,8,Pasaje Bolívar 1309,BT,4,2008-07-05 23:44:05,ACTIVO
1006950,5708,37,Pasaje Progreso 5779,BT,2,2001-04-25 14:39:42,ACTIVO
1006951,5708,37,Calle Venezuela 3914,BT,2,2019-11-13 03:25:11,ACTIVO
1006952,5709,33,Calle San Martín 3653,BT,2,2009-03-26 00:31:19,ACTIVO
1006953,5710,40,Jr. San Martín 8655,BT,7,2022-11-12 00:00:00,ACTIVO
1006954,5711,43,Jr. Progreso 1537,BT,2,2011-12-17 23:25:00,ACTIVO
1006955,5712,9,Pasaje Los Pinos 7207,BT,6,2001-08-19 03:02:28,ACTIVO
1006956,5713,28,Jr. Bolívar 5989,BT,4,2020-12-16 03:32:16,ACTIVO
1006957,5713,28,Jr. El Sol 5248,BT,7,2018-12-27 12:29:12,ACTIVO
1006958,5714,30,Av. Universitaria 2065,BT,1,2020-12-01 18:14:08,ACTIVO
1006959,5714,30,Calle Venezuela 993,BT,5,2024-09-15 00:00:00,ACTIVO
1006960,5715,43,Pasaje Bolívar 7732,BT,8,2020-11-17 04:52:41,ACTIVO
1006961,5716,7,Calle San Martín 3321,BT,6,2004-07-31 08:38:05,ACTIVO
1006962,5717,29,Psje. Venezuela 5668,BT,6,2020-12-10 05:49:48,ACTIVO
1006963,5718,24,Calle Los Pinos 7551,BT,4,2004-02-29 10:35:37,ACTIVO
1006964,5719,3,Av. Bolívar 9472,BT,5,2012-04-12 04:26:18,ACTIVO
1006965,5719,3,Jr. Grau 4567,BT,6,2011-06-26 04:07:47,ACTIVO
1006966,5720,5,Av. San Martín 3121,BT,8,2000-08-28 11:32:45,SUSPENDIDO
1006967,5721,28,Jr. Los Pinos 8585,BT,6,2008-07-29 21:49:58,ACTIVO
1006968,5721,28,Calle Universitaria 2495,BT,1,2020-02-02 01:32:17,ACTIVO
1006969,5722,26,Calle Progreso 502,BT,5,2002-08-03 00:39:23,ACTIVO
1006970,5723,4,Calle La Molina 7221,MT,2,2002-02-12 23:56:50,ACTIVO
1006971,5724,26,Pasaje Venezuela 8471,BT,1,2019-07-31 09:56:05,ACTIVO
1006972,5725,11,Jr. San Martín 1089,BT,4,2015-12-01 22:55:39,ACTIVO
1006973,5726,32,Psje. La Molina 424,BT,8,2016-02-22 23:15:54,ACTIVO
1006974,5727,33,Psje. Universitaria 185,BT,1,2000-07-21 23:10:40,ACTIVO
1006975,5728,3,Psje. San Martín 2271,BT,3,2015-08-11 13:12:53,ACTIVO
1006976,5729,9,Calle Bolívar 9747,BT,2,2009-07-06 04:45:54,INACTIVO
1006977,5730,13,Pasaje Bolívar 6824,BT,6,2000-07-12 11:33:24,ACTIVO
1006978,5731,4,Av. Venezuela 9886,BT,7,2000-02-11 04:05:40,SUSPENDIDO
1006979,5732,15,Jr. San Martín 7359,BT,8,2014-11-06 12:37:21,ACTIVO
1006980,5733,4,Av. San Martín 4941,BT,2,2004-02-20 19:41:19,SUSPENDIDO
1006981,5734,39,Calle Panamericana 4668,BT,5,2003-02-14 11:10:00,ACTIVO
1006982,5734,39,Psje. Universitaria 8347,BT,8,2010-10-17 04:00:48,ACTIVO
1006983,5735,42,Av. Grau 1022,BT,3,2008-11-03 13:49:47,ACTIVO
1006984,5736,15,Calle Universitaria 6138,BT,8,2001-01-12 08:25:47,ACTIVO
1006985,5737,26,Pasaje San Martín 3233,BT,1,2018-11-11 12:38:16,ACTIVO
1006986,5738,39,Av. Universitaria 5993,MT,1,2015-03-25 14:03:57,ACTIVO
1006987,5739,28,Calle Venezuela 6091,BT,5,2002-07-08 04:14:56,ACTIVO
1006988,5740,23,Av. Grau 8594,BT,7,2009-11-04 07:48:22,ACTIVO
1006989,5741,15,Pasaje La Molina 7456,BT,8,2005-03-30 19:26:31,ACTIVO
1006990,5742,29,Jr. Universitaria 541,BT,1,2019-04-06 14:08:06,ACTIVO
1006991,5743,43,Psje. Universitaria 7848,BT,2,2013-10-26 23:53:11,ACTIVO
1006992,5743,43,Calle Universitaria 551,BT,6,2015-04-04 17:49:11,ACTIVO
1006993,5743,43,Av. San Martín 6208,BT,6,2015-03-15 19:41:53,ACTIVO
1006994,5744,39,Av. Universitaria 220,BT,7,2007-10-03 23:37:06,ACTIVO
1006995,5745,3,Calle La Molina 1484,BT,3,2005-07-06 14:14:18,ACTIVO
1006996,5746,39,Pasaje Venezuela 7791,BT,3,2015-07-26 08:13:14,ACTIVO
1006997,5747,38,Pasaje El Sol 1736,BT,7,2006-02-06 09:31:26,ACTIVO
1006998,5748,40,Calle Bolívar 1930,BT,7,2024-05-19 00:00:00,ACTIVO
1006999,5749,30,Psje. Venezuela 8226,BT,4,2009-09-10 09:53:14,ACTIVO
1007000,5750,7,Calle Venezuela 1005,BT,6,2012-09-19 03:04:00,ACTIVO
1007001,5751,9,Psje. Progreso 6929,BT,4,2008-01-04 18:06:06,ACTIVO
1007002,5752,31,Av. Grau 5487,BT,8,2006-11-03 17:57:19,ACTIVO
1007003,5753,12,Psje. Grau 3177,BT,3,2005-08-20 01:11:52,ACTIVO
1007004,5754,16,Av. Grau 3989,BT,8,2011-08-17 02:13:28,SUSPENDIDO
1007005,5755,19,Psje. Grau 179,BT,3,2020-05-26 09:27:30,ACTIVO
1007006,5756,15,Calle Venezuela 681,BT,4,2018-01-27 11:08:24,INACTIVO
1007007,5757,13,Psje. Los Pinos 5490,MT,2,2011-04-13 02:31:46,ACTIVO
1007008,5757,13,Calle Progreso 7882,BT,6,2003-08-26 08:22:57,ACTIVO
1007009,5757,13,Calle Venezuela 4546,BT,6,2010-09-04 02:58:48,INACTIVO
1007010,5758,15,Jr. Bolívar 6192,BT,5,2014-11-28 13:58:00,ACTIVO
1007011,5759,7,Av. San Martín 5793,BT,6,2019-11-19 12:46:47,ACTIVO
1007012,5760,15,Av. Grau 7167,BT,3,2015-09-27 21:36:43,ACTIVO
1007013,5761,28,Jr. Universitaria 2962,BT,5,2009-06-03 19:55:59,ACTIVO
1007014,5761,28,Pasaje La Molina 401,BT,1,2006-02-04 09:36:09,ACTIVO
1007015,5762,9,Calle El Sol 2175,BT,8,2010-06-04 15:54:37,ACTIVO
1007016,5763,15,Jr. Los Pinos 4733,BT,1,2019-11-13 18:06:18,ACTIVO
1007017,5764,7,Calle Grau 5769,BT,5,2013-08-09 00:41:46,ACTIVO
1007018,5765,12,Av. Venezuela 459,BT,3,2014-02-27 07:46:33,ACTIVO
1007019,5766,36,Av. Progreso 8146,BT,2,2015-09-19 08:23:57,ACTIVO
1007020,5767,35,Av. Grau 315,BT,4,2006-04-17 11:31:40,ACTIVO
1007021,5768,28,Psje. Bolívar 3297,BT,7,2010-09-14 05:47:46,ACTIVO
1007022,5769,4,Psje. Venezuela 5146,BT,4,2012-02-09 03:37:13,ACTIVO
1007023,5770,29,Jr. La Molina 4174,BT,6,2012-01-30 16:34:06,ACTIVO
1007024,5771,30,Av. Los Pinos 535,MT,2,2000-03-10 19:26:19,ACTIVO
1007025,5771,30,Psje. Universitaria 7392,BT,7,2015-04-24 12:09:46,ACTIVO
1007026,5772,26,Psje. Venezuela 3733,BT,2,2017-05-23 21:11:40,ACTIVO
1007027,5772,26,Jr. Grau 1764,MT,7,2018-02-18 13:51:13,ACTIVO
1007028,5773,18,Psje. Panamericana 1382,BT,7,2003-09-03 00:12:23,ACTIVO
1007029,5774,43,Jr. Universitaria 9943,BT,8,2007-08-23 17:08:27,ACTIVO
1007030,5775,29,Pasaje Progreso 4009,BT,6,2015-04-18 18:50:18,ACTIVO
1007031,5776,27,Jr. El Sol 6910,BT,2,2004-08-02 17:28:19,ACTIVO
1007032,5777,38,Psje. El Sol 2077,BT,7,2009-07-06 06:11:45,ACTIVO
1007033,5778,43,Calle Los Pinos 7260,BT,5,2009-04-23 02:43:43,ACTIVO
1007034,5779,43,Pasaje Los Pinos 4696,BT,5,2013-04-17 21:30:45,ACTIVO
1007035,5780,29,Psje. Panamericana 6646,BT,3,2003-12-03 03:47:36,ACTIVO
1007036,5781,28,Av. El Sol 2517,BT,6,2015-11-14 19:11:01,ACTIVO
1007037,5782,9,Av. Venezuela 8062,BT,7,2015-09-12 02:21:29,ACTIVO
1007038,5782,9,Jr. Bolívar 554,BT,5,2001-11-05 11:56:30,ACTIVO
1007039,5782,9,Jr. La Molina 9800,BT,7,2012-10-06 23:21:08,ACTIVO
1007040,5783,31,Jr. Progreso 8308,BT,7,2015-01-08 02:31:15,ACTIVO
1007041,5784,43,Psje. Grau 8689,BT,1,2020-08-21 15:05:13,ACTIVO
1007042,5785,24,Av. San Martín 8261,BT,8,2016-09-17 06:41:45,ACTIVO
1007043,5785,24,Av. Panamericana 6879,BT,6,2013-08-29 19:08:55,ACTIVO
1007044,5786,25,Psje. Grau 9219,BT,1,2013-01-26 16:56:43,ACTIVO
1007045,5787,19,Pasaje Progreso 7008,BT,7,2001-08-27 09:04:47,ACTIVO
1007046,5788,43,Jr. Grau 4261,BT,3,2008-12-07 12:57:39,ACTIVO
1007047,5789,28,Calle El Sol 3071,BT,1,2003-05-09 04:26:16,ACTIVO
1007048,5789,28,Pasaje Panamericana 3797,BT,2,2008-01-23 00:03:20,ACTIVO
1007049,5790,39,Jr. Grau 6836,BT,4,2000-11-21 03:08:16,ACTIVO
1007050,5791,7,Psje. Universitaria 3279,BT,8,2004-06-24 00:39:30,ACTIVO
1007051,5791,7,Jr. Venezuela 264,BT,3,2009-02-09 17:31:51,ACTIVO
1007052,5792,3,Pasaje San Martín 1905,BT,7,2005-10-03 09:07:43,ACTIVO
1007053,5793,15,Calle San Martín 6135,BT,5,2018-10-25 22:09:21,ACTIVO
1007054,5794,15,Jr. Venezuela 8008,BT,8,2012-02-08 06:44:54,ACTIVO
1007055,5795,32,Calle San Martín 7634,BT,1,2000-03-11 05:21:38,ACTIVO
1007056,5795,32,Calle Progreso 7813,BT,6,2016-06-21 04:56:04,ACTIVO
1007057,5796,29,Av. Grau 7161,BT,8,2007-10-15 21:11:20,INACTIVO
1007058,5797,9,Psje. La Molina 4662,BT,5,2016-01-14 03:30:03,ACTIVO
1007059,5798,5,Jr. Venezuela 2677,BT,6,2000-07-11 22:36:12,ACTIVO
1007060,5799,7,Calle Venezuela 8425,BT,1,2005-10-21 18:47:01,ACTIVO
1007061,5800,9,Calle Bolívar 9725,BT,3,2017-12-21 04:34:58,ACTIVO
1007062,5800,9,Psje. Bolívar 9127,BT,3,2000-04-12 11:42:33,ACTIVO
1007063,5800,9,Av. Grau 5459,BT,2,2005-03-22 14:42:30,ACTIVO
1007064,5801,26,Jr. Bolívar 8987,BT,8,2018-09-20 08:30:32,ACTIVO
1007065,5802,22,Calle Grau 1679,BT,1,2020-11-20 07:08:17,ACTIVO
1007066,5803,11,Calle San Martín 4374,BT,1,2010-11-24 09:08:49,ACTIVO
1007067,5803,11,Jr. Venezuela 7697,BT,7,2009-11-10 15:46:19,ACTIVO
1007068,5804,3,Av. San Martín 9379,BT,2,2005-01-03 12:43:33,ACTIVO
1007069,5805,15,Psje. Bolívar 5316,BT,6,2009-04-09 03:39:27,INACTIVO
1007070,5806,32,Av. Grau 7993,BT,3,2018-04-28 16:35:08,ACTIVO
1007071,5807,43,Psje. Grau 9473,BT,2,2006-06-20 19:29:41,ACTIVO
1007072,5808,26,Psje. Bolívar 7463,BT,3,2006-12-21 14:17:16,ACTIVO
1007073,5809,7,Av. San Martín 4680,BT,7,2001-02-22 04:44:30,ACTIVO
1007074,5809,7,Pasaje Universitaria 756,BT,4,2000-07-28 10:49:58,ACTIVO
1007075,5810,30,Jr. Los Pinos 2493,BT,2,2024-12-08 00:00:00,ACTIVO
1007076,5811,6,Av. Bolívar 122,BT,4,2019-05-12 07:00:00,ACTIVO
1007077,5812,22,Psje. Los Pinos 3495,BT,4,2019-10-25 15:41:30,ACTIVO
1007078,5813,4,Psje. Grau 2471,BT,6,2011-09-14 23:10:20,ACTIVO
1007079,5814,26,Jr. Grau 194,BT,1,2014-08-05 21:29:00,ACTIVO
1007080,5815,28,Pasaje San Martín 9787,BT,6,2000-05-15 22:49:23,ACTIVO
1007081,5816,5,Psje. Bolívar 6088,BT,3,2005-01-02 22:57:58,ACTIVO
1007082,5816,5,Psje. Venezuela 590,BT,1,2016-02-05 23:47:39,ACTIVO
